time_step,datetime,soc
549,2024-01-23 20:00:00,1.05572809000084
550,2024-01-23 21:00:00,1.05572809000084
551,2024-01-23 22:00:00,1.05572809000084
552,2024-01-23 23:00:00,1.05572809000084
553,2024-01-24 00:00:00,1.05572809000084
554,2024-01-24 01:00:00,1.05572809000084
555,2024-01-24 02:00:00,1.05572809000084
556,2024-01-24 03:00:00,1.05572809000084
557,2024-01-24 04:00:00,1.05572809000084
558,2024-01-24 05:00:00,1.05572809000084
559,2024-01-24 06:00:00,1.05572809000084
560,2024-01-24 07:00:00,1.05572809000084
561,2024-01-24 08:00:00,1.05572809000084
562,2024-01-24 09:00:00,1.05572809000084
563,2024-01-24 10:00:00,1.05572809000084
564,2024-01-24 11:00:00,1.05572809000084
565,2024-01-24 12:00:00,1.05572809000084
566,2024-01-24 13:00:00,1.05572809000084
567,2024-01-24 14:00:00,1.05572809000084
568,2024-01-24 15:00:00,1.05572809000084
569,2024-01-24 16:00:00,1.05572809000084
570,2024-01-24 17:00:00,1.05572809000084
571,2024-01-24 18:00:00,1.05572809000084
572,2024-01-24 19:00:00,1.05572809000084
573,2024-01-24 20:00:00,1.05572809000084
574,2024-01-24 21:00:00,1.05572809000084
575,2024-01-24 22:00:00,1.05572809000084
576,2024-01-24 23:00:00,1.05572809000084
577,2024-01-25 00:00:00,1.05572809000084
578,2024-01-25 01:00:00,1.05572809000084
579,2024-01-25 02:00:00,1.05572809000084
580,2024-01-25 03:00:00,1.05572809000084
581,2024-01-25 04:00:00,1.05572809000084
582,2024-01-25 05:00:00,1.05572809000084
583,2024-01-25 06:00:00,1.05572809000084
584,2024-01-25 07:00:00,1.05572809000084
585,2024-01-25 08:00:00,1.05572809000084
586,2024-01-25 09:00:00,1.05572809000084
587,2024-01-25 10:00:00,1.05572809000084
588,2024-01-25 11:00:00,1.05572809000084
589,2024-01-25 12:00:00,1.05572809000084
590,2024-01-25 13:00:00,1.05572809000084
591,2024-01-25 14:00:00,1.05572809000084
592,2024-01-25 15:00:00,1.05572809000084
593,2024-01-25 16:00:00,1.05572809000084
594,2024-01-25 17:00:00,1.05572809000084
595,2024-01-25 18:00:00,1.05572809000084
596,2024-01-25 19:00:00,1.05572809000084
597,2024-01-25 20:00:00,1.05572809000084
598,2024-01-25 21:00:00,1.05572809000084
599,2024-01-25 22:00:00,1.05572809000084
600,2024-01-25 23:00:00,1.05572809000084
601,2024-01-26 00:00:00,1.05572809000084
602,2024-01-26 01:00:00,1.05572809000084
603,2024-01-26 02:00:00,1.05572809000084
604,2024-01-26 03:00:00,1.05572809000084
605,2024-01-26 04:00:00,1.05572809000084
606,2024-01-26 05:00:00,1.05572809000084
607,2024-01-26 06:00:00,1.05572809000084
608,2024-01-26 07:00:00,1.05572809000084
609,2024-01-26 08:00:00,1.05572809000084
610,2024-01-26 09:00:00,1.05572809000084
611,2024-01-26 10:00:00,1.05572809000084
612,2024-01-26 11:00:00,1.05572809000084
